id;PRIX;Marque;MODELE;MOTEUR;ANNEE;CARBURANT;KILOMETRAGE;NoteConsommation;Fiabilite;DureeGarantie;Performance;CoteAttendue;Habitabilite
1681301586-7635;127180;MERCEDES;GLC COUPE phase 2;4.0 63 510;2021;Essence;24474;5;3;2;5;2;3
1681301586-7636;30920;RENAULT;TRAFIC III phase 2;2.0 DCI 120 GRAND CONFORT;2022;Diesel;43554;5;3;2;5;2;3
1681301586-7637;16750;RENAULT;CLIO IV phase 2;1.5 DCI 90 BUSINESS;2020;Diesel;61724;5;3;2;5;2;3
1681301586-7638;247740;MERCEDES;CLASSE G IV AMG;4.0 63 585 AMG;2020;Essence;26725;5;3;2;5;2;3
1681301586-7639;49850;AUDI;Q3 (2E GENERATION) SPORTBACK;Q3 SPORTBACK 35 TFSI 150 CH S TRONIC 7 S LINE;2023;Essence;16240;5;3;2;5;2;3
1681301586-7640;16920;TOYOTA;AYGO 2;X-PLAY 1.0 VVTI 72CH AUTOMATIQUE;2022;Essence;11472;5;3;2;5;2;3
1681301586-7641;57840;AUDI;Q3 II;2.0 35 150 DESIGN;2023;Diesel;58;5;3;2;5;2;3
1681301586-7642;21220;PEUGEOT;208 II;1.2 PURETECH 100 ACTIVE;2021;Essence;25998;5;3;2;5;2;3
1681301586-7643;21780;AUDI;Q2;1.4 TFSI 150 BUSINESS LINE;2018;Essence;112366;5;3;2;5;2;3
1681301586-7644;24360;CITROEN;C4 SPACETOURER;1.2 PURETECH 131 FEEL;2019;Essence;42669;5;3;2;5;2;3
1681301586-7645;207380;MERCEDES;CLASSE G IV AMG;4.0 63 585 AMG;2019;Essence;123830;5;3;2;5;2;3
1681301586-7646;89230;AUDI;S8 III phase 2;4.0 TFSI 605 S8;2019;Essence;76330;5;3;2;5;2;3
1681301586-7647;30430;AUDI;Q2;2.0 TFSI 190 S LINE;2018;Essence;63974;5;3;2;5;2;3
1681301586-7648;190380;MCLAREN;570S;3.8 V8 570;2017;Essence;15456;5;3;2;5;2;3
1681301586-7649;26880;DACIA;DUSTER II phase 2;1.3 TCE 130 JOURNEY;2024;Essence;11;5;3;2;5;2;3
1681301586-7650;172530;MERCEDES;CLASSE S 8;VIII 500 LONG 4MATIC 9G-TRONIC;2022;Essence;24476;5;3;2;5;2;3
1681301589-7651;46780;HYUNDAI;TUCSON IV;1.6 CRDI 136 EXECUTIVE;2023;Diesel;13096;5;3;2;5;2;3
1681301589-7652;43030;JAGUAR;XE phase 2;2.0 P300 300 HSE R-DYNAMIC;2021;Essence;76260;5;3;2;5;2;3
1681301589-7653;53300;JAGUAR;F-PACE;2.0 240 R-SPORT;2020;Diesel;50840;5;3;2;5;2;3
1681301589-7654;29980;CITROEN;C5 AIRCROSS;1.2 PURETECH 131 FEEL;2022;Essence;62961;5;3;2;5;2;3
1681301589-7655;27580;RENAULT;CAPTUR II;1.3 TCE 140 RS LINE;2022;Essence;66641;5;3;2;5;3.5;3
1681301589-7656;27480;SKODA;KAROQ;1.5 TSI 150 BUSINESS;2020;Essence;88123;5;3;2;5;3.5;3
1681301589-7657;64640;PORSCHE;MACAN;3.6 V6 400 TURBO;2017;Essence;133590;5;3;2;5;2;3
1681301589-7658;47720;VOLKSWAGEN;ID.3;204;2021;electrique;11254;5;3;2;5;2;3
1681301589-7659;34480;PEUGEOT;508 II;2.0 BLUEHDI 177 ALLURE BUSINESS;2019;Diesel;72904;5;3;2;5;2;3
1681301589-7660;31620;VOLKSWAGEN;GOLF VIII;2.0 TDI 200 GTD;2020;Diesel;83586;5;3;2;5;2;3
1681301589-7661;69500;VOLVO;XC60 II phase 2;2.0 B4 197 ULTIMATE STYLE DARK;2023;Diesel;11800;5;3;2;5;2;3
1681301589-7662;21780;PEUGEOT;2008 II;1.2 PURETECH 130 ACTIVE;2020;Essence;65131;5;3;2;5;2;3
1681301589-7663;18530;CITROEN;C4 CACTUS phase 2;1.2 PURETECH 110 SHINE;2021;Essence;25953;5;3;2;5;3.5;3
1681301589-7664;25340;RENAULT;CAPTUR 2;EQUILIBRE 1.0 TCE 90CH MANUELLE;2024;Essence;11;5;3;2;5;3.5;3
1681301589-7665;37960;PEUGEOT;3008 II phase 2;1.2 PURETECH 130 GT;2022;Essence;31920;5;3;2;5;2;3
1681301589-7666;30960;RENAULT;CAPTUR 2;TECHNO 1.0 TCE 90CH MANUELLE;2023;Essence;12;5;3;2;5;3.5;3
1681301589-7667;15180;PEUGEOT;208 phase 2;1.2 PURETECH 82 STYLE;2019;Essence;73587;5;3;2;5;3.5;3
1681301591-7668;22430;PEUGEOT;208 II;1.2 PURETECH 100 ACTIVE PACK;2023;Essence;8640;5;3;2;5;2;3
1681301591-7669;30360;TOYOTA;COROLLA XII;1.8 HYBRIDE 122 DYNAMIC;2022;Hybrides;37448;5;3;2;5;2;3
1681301591-7670;61030;BMW;SERIE 7 G11;3.0 730LDA 265 EXCLUSIVE;2018;Diesel;33555;5;3;2;5;2;3
1681301591-7671;34160;RENAULT;CAPTUR 2;TECHNO 1.3 TCE MICROHYBRIDE 140CH AUTOMATIQUE;2024;Hybrides;12;5;3;2;5;2;3
1681301591-7672;14870;NISSAN;JUKE phase 2;1.5 DCI 110 DARK SOUND;2018;Diesel;144844;5;3;2;5;2;3
1681301591-7673;29870;PEUGEOT;3008 II;2.0 BLUEHDI 150 GT LINE;2019;Diesel;119144;5;3;2;5;2;3
1681301591-7674;27480;JEEP;COMPASS II;2.0 MJET 170 LIMITED;2018;Diesel;122734;5;3;2;5;2;3
1681301591-7675;15190;RENAULT;SCENIC IV;1.5 DCI 110 INTENS;2018;Diesel;149014;5;3;2;5;2;3
1681301591-7676;112480;PORSCHE;CAYENNE III COUPE;3.0 V6 340;2020;Essence;49141;5;3;2;5;2;3
1681301591-7677;18880;RENAULT;ZOE phase 2;52kWh R135 135 INTENS;2021;electrique;19950;5;3;2;5;2;3
1681301591-7678;36560;LAND;ROVER RANGE ROVER EVOQUE phase 2;2.0 TD4 150 EXECUTIVE;2019;Diesel;65698;5;3;2;5;2;3
1681301591-7679;22550;MERCEDES;CLASSE A III phase 2;1.5 160 D 90 INSPIRATION;2018;Diesel;92264;5;3;2;5;2;3
1681301591-7680;23770;HYUNDAI;TUCSON III;1.7 CRDI 141 INTUITIVE;2018;Diesel;152868;5;3;2;5;2;3
1681301591-7681;28370;PEUGEOT;208 (2E GENERATION);GT 1.2 PURETECH S&S 100CH AUTOMATIQUE;2024;Essence;11;5;3;2;5;2;3
1681301591-7682;47610;VOLVO;XC60 II;2.0 D4 190 INSCRIPTION LUXE;2020;Diesel;54864;5;3;2;5;2;3
1681301591-7683;22780;FIAT;500 II phase 2;1.0 HYBRID 70 DOLCEVITA;2023;Essence;579;5;3;2;5;2;3
1681301591-7684;28480;CITROEN;C5 AIRCROSS;1.5 BLUEHDI 131 FEEL;2021;Diesel;79659;5;3;2;5;2;3
1681301594-7685;26600;PEUGEOT;208 II;1.2 PURETECH 100 GT;2023;Essence;168;5;3;2;5;2;3
1681301594-7686;59920;OPEL;ZAFIRA LIFE;2.0 DIESEL 177 ELEGANCE;2021;Diesel;62937;5;3;2;5;2;3
1681301594-7687;16160;KIA;RIO 4;DESIGN 1.25 CVVT 84CH MANUELLE;2020;Essence;70738;5;3;2;5;2;3
1681301594-7688;28440;MINI;MINI;3 PORTES F56 LCI COOPER 136 CH BVA7 FINITION JOHN WORKS;2020;Essence;29096;5;3;2;5;2;3
1681301594-7689;23350;OPEL;ASTRA V phase 2;1.2 146 ULTIMATE;2022;Essence;86100;5;3;2;5;2;3
1681301594-7690;33580;PEUGEOT;3008 II;1.5 BLUEHDI 130 GT LINE;2020;Diesel;38385;5;3;2;5;2;3
1681301594-7691;52940;DS;9;1.6 HYBRIDE 360 PERFORMANCE LINE +;2022;Hybrides;26857;5;3;2;5;2;3
1681301594-7692;424710;FERRARI;F8 TRIBUTO;3.9 720;2023;Essence;5950;5;3;2;5;2;3
1681301594-7693;32360;MINI;III CLUBMAN phase 2;1.5 136 EDITION PREMIUM PLUS;2024;Essence;71;5;3;2;5;2;3
1681301594-7694;17810;CITROEN;C3 III phase 2;1.5 BLUEHDI 102 SHINE;2021;Diesel;43312;5;3;2;5;2;3
1681301594-7695;29710;SEAT;ARONA;FR 1.0 TSI 110CH AUTOMATIQUE;2023;Essence;12;5;3;2;5;2;3
1681301594-7696;15800;PEUGEOT;308 II AFFAIRE phase 2;1.5 BLUEHDI 130 PREMIUM PACK;2022;Diesel;91484;5;3;2;5;2;3
1681301594-7697;32920;CITROEN;C5 AIRCROSS;1.5 BLUEHDI 131 SHINE;2021;Diesel;46645;5;3;2;5;2;3
1681301594-7698;47610;VOLVO;XC60 II;2.0 T8 390 INSCRIPTION LUXE;2020;Hybrides;95765;5;3;2;5;2;3
1681301594-7699;39770;FORD;KUGA 3;ST-LINE X 1.5 ECOBOOST 150CH MANUELLE;2023;Essence;12;5;3;2;5;2;3
1681301594-7700;20970;SEAT;LEON IV ST;2.0 TDI 150 STYLE BUSINESS;2021;Diesel;56049;5;3;2;5;2;3
1681301594-7701;24620;ALFA;ROMEO GIULIA II;2.2 180 LUSSO;2018;Diesel;142240;5;3;2;5;3.5;3
1681301596-7702;48770;DS;4 II;1.6 PURETECH 225 PERFORMANCE LINE +;2022;Essence;8418;5;3;2;5;3.5;3
1681301596-7703;29120;PEUGEOT;308 (2E GENERATION);ALLURE PACK 1.5 BLUEHDI 130 EAT8 PARK ASSIT+FULL LED+JA BITON;2022;Diesel;5900;5;3;2;5;2;3
1681301596-7704;27090;BMW;X2 F39;1.5 SDRIVE18I 140 BUSINESS DESIGN;2019;Essence;53099;5;3;2;5;2;3
1681301596-7705;21640;VOLVO;V60 phase 2;2.0 D2 120 KINETIC BUSINESS;2019;Diesel;83869;5;3;2;5;2;3
1681301596-7706;31850;AUDI;Q3 phase 2;1.4 TFSI 150 S LINE;2019;Essence;66402;5;3;2;5;2;3
1681301596-7707;52060;LAND;ROVER RANGE ROVER VELAR;3.0 D300 300 R-DYNAMIC;2020;Diesel;151200;5;3;2;5;2;3
1681301596-7708;30910;TOYOTA;YARIS CROSS;1.5 116 TRAIL;2023;Hybrides;54;5;3;2;5;2;3
1681301596-7709;46380;AUDI;A3 III SPORTBACK phase 2;2.0 TDI 150;2023;Diesel;10092;5;3;2;5;3.5;3
1681301596-7710;24260;PEUGEOT;208 II;1.2 PURETECH 100 GT;2023;Essence;1;5;3;2;5;3.5;3
1681301596-7711;30780;MERCEDES;CLASSE A IV;1.5 180 D 116 AMG LINE;2019;Diesel;109934;5;3;2;5;2;3
1681301596-7712;19780;VOLKSWAGEN;GOLF VII SW phase 2;1.6 TDI 115 CONFORTLINE;2020;Diesel;105670;5;3;2;5;3.5;3
1681301596-7713;30920;PEUGEOT;2008 II;1.5 BLUEHDI 130 ALLURE BUSINESS;2022;Diesel;33019;5;3;2;5;3.5;3
1681301596-7714;115080;DODGE;RAM;1500 5.7 V8 390 HEMI LARAMIE NIGHT EDITION;2023;Essence;24;5;3;2;5;2;3
1681301596-7715;34760;TOYOTA;C-HR;DESIGN 1.8 HYBRID 122CH AUTOMATIQUE;2024;Hybrides;12;5;3;2;5;2;3
1681301596-7716;44260;BMW;X5 F15;2.0 SDRIVE25D 231 LOUNGE PLUS;2018;Diesel;90275;5;3;2;5;2;3
1681301596-7717;47840;TESLA;MODEL 3;75kWh 476;2021;electrique;102262;5;3;2;5;2;3
1681301596-7718;23940;DS;3 CROSSBACK;1.5 BLUEHDI 100 SO CHIC;2020;Diesel;77656;5;3;2;5;2;3
1681301599-7719;23740;CITROEN;C3 III phase 2;1.2 PURETECH 110 SHINE;2023;Essence;168;5;3;2;5;2;3
1681301599-7720;51040;FORD;MUSTANG 6 COUPE;BVA FASTBACK 5.0 V8 421 GT;2019;Essence;58246;5;3;2;5;2;3
1681301599-7721;17120;RENAULT;CLIO V;1.0 TCE 100 BUSINESS;2021;Essence;33662;5;3;2;5;2;3
1681301599-7722;10690;RENAULT;CLIO IV;1.5 DCI 90 INTENS;2017;Diesel;200934;5;3;2;5;2;3
1681301599-7723;160880;FORD;F150;V6 450 RAPTOR;2024;Essence;46;5;3;2;5;2;3
1681301599-7724;429280;FERRARI;296 GTB;3.0 V6 818;2023;Hybrides;553;5;3;2;5;2;3
1681301599-7725;43560;SKODA;KODIAQ phase 2;2.0 TDI 150 BUSINESS;2023;Diesel;8960;5;3;2;5;2;3
1681301599-7726;13980;OPEL;ASTRA V;1.6 CDTI 136 INNOVATION;2017;Diesel;106218;5;3;2;5;2;3
1681301599-7727;17060;RENAULT;CLIO IV phase 2;1.5 DCI 90 BUSINESS;2019;Diesel;33280;5;3;2;5;2;3
1681301599-7728;22970;CITROEN;C4 PICASSO II phase 2;1.6 BLUEHDI 120 SHINE;2018;Diesel;91936;5;3;2;5;2;3
1681301599-7729;22300;PEUGEOT;308 II phase 2;1.5 BLUEHDI 130 GT LINE;2020;Diesel;58028;5;3;2;5;2;3
1681301599-7730;27970;TOYOTA;COROLLA 12;HYBRIDE GR-SPORT MY20 122H MY21;2022;Hybrides;34951;5;3;2;5;2;3
1681301599-7731;31180;MINI;III CLUBMAN;2.0 192 COOPER S RED HOT CHILI;2018;Essence;68009;5;3;2;5;2;3
1681301599-7732;17460;CITROEN;C3 III;1.2 PURETECH 110 SHINE;2019;Essence;57687;5;3;2;5;2;3
1681301599-7733;28130;TOYOTA;COROLLA XII;2.0 HYBRIDE 184 DESIGN;2020;Hybrides;74707;5;3;2;5;2;3
1681301599-7734;36720;PEUGEOT;E-2008 II;ELECTRIQUE 136 ROADTRIP;2023;electrique;1966;5;3;2;5;2;3
1681301599-7735;38720;JAGUAR;E-PACE;BVA D180 AWD R-DYNAMIC PREMIERE EDITION FIRST;2019;Diesel;71695;5;3;2;5;2;3
1681301601-7736;45750;HYUNDAI;TUCSON IV;1.6 T-GDI 265 EXECUTIVE;2023;Hybrides;14690;5;3;2;5;2;3
1681301601-7737;94380;PORSCHE;MACAN phase 2;3.0 354;2020;Essence;53100;5;3;2;5;2;3
1681301601-7738;25910;DACIA;DUSTER II;1.5 DCI 115 PRESTIGE;2022;Diesel;13330;5;3;2;5;2;3
1681301601-7739;39080;VOLKSWAGEN;TIGUAN II phase 2;2.0 TDI 150 ELEGANCE;2021;Diesel;75691;5;3;2;5;2;3
1681301601-7740;25420;SEAT;ATECA;1.4 ECOTSI 150 STYLE;2018;Essence;62444;5;3;2;5;2;3
1681301601-7741;36260;RENAULT;ARKANA;INTENS 1.3 TCE MICROHYBRIDE 160CH AUTOMATIQUE;2023;Hybrides;9882;5;3;2;5;2;3
1681301601-7742;21830;AUDI;Q3 phase 2;2.0 TDI 150 AMBITION LUXE;2017;Diesel;208725;5;3;2;5;2;3
1681301601-7743;112840;LAND;ROVER RANGE ROVER IV phase 2;2.0 PHEV 400 VOGUE;2020;Hybrides;69540;5;3;2;5;2;3
1681301601-7744;43260;VOLKSWAGEN;T-ROC CABRIOLET phase 2;1.5 TSI 150 R-LINE;2023;Essence;6137;5;3;2;5;2;3
1681301601-7745;44330;AUDI;Q2 phase 2;1.5 35 150 S LINE PLUS;2023;Essence;21740;5;3;2;5;2;3
1681301601-7746;32540;MINI;III CABRIOLET phase 2;2.0 231 JOHN COOPER WORKS;2017;Essence;113740;5;3;2;5;2;3
1681301601-7747;49590;BMW;SERIE 2 F44 GRAN COUPE;1.5 218I 136 M SPORT;2023;Essence;12;5;3;2;5;3.5;3
1681301601-7748;26200;CITROEN;C4 III;1.2 PURETECH 131 SHINE;2022;Essence;53179;5;3;2;5;3.5;3
1681301601-7749;15100;PEUGEOT;208 II;1.5 BLUEHDI 100 ACTIVE;2022;Diesel;95694;5;3;2;5;2;3
1681301601-7750;72840;AUDI;RS5 II;2.9 TFSI 450 RS5;2018;Essence;73986;5;3;2;5;2;3
1681301601-7751;44910;PEUGEOT;5008 II phase 2;1.5 BLUEHDI 130 STYLE;2023;Diesel;11;5;3;2;5;2;3
1681301601-7752;16550;CITROEN;C3 III phase 2;1.2 PURETECH 83 SHINE;2021;Essence;16406;5;3;2;5;2;3
1681301604-7753;26660;PEUGEOT;208 II;1.2 PURETECH 100 ALLURE PACK;2023;Essence;180;5;3;2;5;2;3
1681301604-7754;20650;HYUNDAI;BAYON;1.0 T-GDI 100 INITIA;2022;Essence;12379;5;3;2;5;2;3
1681301604-7755;40680;BMW;SERIE 5 G31 TOURING phase 2;2.0 520D 190 LOUNGE;2020;Diesel;72094;5;3;2;5;3.5;3
1681301604-7756;26200;PEUGEOT;208 II;1.2 PURETECH 100 STYLE;2024;Essence;11;5;3;2;5;3.5;3
1681301604-7757;14020;RENAULT;KANGOO II EXPRESS phase 2;1.5 DCI 90 R-LINK;2017;Diesel;141634;5;3;2;5;2;3
1681301604-7758;21760;FIAT;500 III;95 ACTION;2022;electrique;19412;5;3;2;5;3.5;3
1681301604-7759;50700;AUDI;A4 V AVANT phase 3;2.0 35 163 AVUS;2023;Diesel;20027;5;3;2;5;3.5;3
1681301604-7760;19660;CITROEN;C4 PICASSO II phase 2;1.6 BLUEHDI 120 SHINE;2018;Diesel;114876;5;3;2;5;2;3
1681301604-7761;26440;BMW;X1 F48;(F48) SDRIVE16DA 116CH BUSINESS DESIGN DKG7 EURO6C;2019;Diesel;60173;5;3;2;5;2;3
1681301604-7762;34120;PEUGEOT;5008 II;1.6 PURETECH 180 GT LINE;2020;Essence;63381;5;3;2;5;2;3
1681301604-7763;41420;DS;7 CROSSBACK;1.6 PURETECH 225 GRAND CHIC;2021;Essence;27870;5;3;2;5;2;3
1681301604-7764;37170;AUDI;A4 V;3.0 V6 272 SPORT;2017;Diesel;105995;5;3;2;5;2;3
1681301604-7765;23290;ABARTH;500 C II phase 2;1.4 T-JET 165 TURISMO;2020;Essence;51615;5;3;2;5;2;3
1681301604-7766;32240;RENAULT;CAPTUR II;1.6 E-TECH 160 INTENS;2022;Hybrides;48842;5;3;2;5;2;3
1681301604-7767;23190;PEUGEOT;208 II;1.2 PURETECH 100 ALLURE;2022;Essence;29729;5;3;2;5;2;3
1681301604-7768;74980;VOLKSWAGEN;GOLF VIII R;2.0 TSI 320 R;2022;Essence;17500;5;3;2;5;2;3
1681301604-7769;29270;PEUGEOT;EXPERT III FOURGON;1.5 BLUEHDI 120 ASPHALT;2020;Diesel;129311;5;3;2;5;2;3
1681301606-7770;23740;CITROEN;C3 III phase 2;1.2 PURETECH 110 SHINE;2023;Essence;168;5;3;2;5;2;3
1681301606-7771;30400;OPEL;GRANDLAND X;1.6 181 ELITE;2020;Essence;30028;5;3;2;5;2;3
1681301606-7772;64240;AUDI;Q5 II phase 2;2.0 50 299 S LINE;2022;Hybrides;27620;5;3;2;5;2;3
1681301606-7773;14730;KIA;PICANTO III phase 2;1.0 DPI 67 ACTIVE;2022;Essence;4711;5;3;2;5;2;3
1681301606-7774;57700;MERCEDES;CLASSE C IV SW AMG;4.0 63 510 AMG S;2017;Essence;110456;5;3;2;5;2;3
1681301606-7775;73330;DODGE;RAM;CREW CAB 1500 5.7 V8 CLASSIC ORANGE SUPER BEE;2020;Essence;39776;5;3;2;5;2;3
1681301606-7776;43380;HYUNDAI;TUCSON IV;1.6 CRDI 136 BUSINESS;2023;Diesel;16113;5;3;2;5;2;3
1681301606-7777;26890;VOLKSWAGEN;POLO VI GTI;2.0 TSI 200 GTI;2021;Essence;40185;5;3;2;5;2;3
1681301606-7778;18850;CITROEN;C3 AIRCROSS;1.6 BLUEHDI 100 FEEL BUSINESS;2020;Diesel;63528;5;3;2;5;2;3
1681301606-7779;20680;CITROEN;BERLINGO II phase 3;1.6 BLUEHDI 100 CLUB;2020;Diesel;74062;5;3;2;5;2;3
1681301606-7780;33990;BMW;I3 phase 2;42.2kWh AH 170 EDITION 360 ATELIER;2020;electrique;37400;5;3;2;5;2;3
1681301606-7781;19190;CITROEN;C3 AIRCROSS phase 2;1.2 PURETECH 110 SHINE;2023;Essence;35030;5;3;2;5;2;3
1681301606-7782;22000;JEEP;RENEGADE phase 2;1.0 GSE 120 BROOKLYN EDITION;2021;Essence;39079;5;3;2;5;2;3
1681301606-7783;18340;FIAT;500 X phase 2;1.0 FIREFLY 120 CITY CROSS;2020;Essence;63918;5;3;2;5;2;3
1681301606-7784;16320;RENAULT;KANGOO II EXPRESS phase 2;1.5 DCI 90 R-LINK;2018;Diesel;99979;5;3;2;5;2;3
1681301606-7785;20680;BMW;X1 F48;2.0 SDRIVE18D 150 LOUNGE;2017;Diesel;94819;5;3;2;5;2;3
1681301606-7786;50910;LAND;ROVER RANGE ROVER EVOQUE II;2.0 D150 150 SE;2020;Diesel;60320;5;3;2;5;2;3
1681301609-7787;25660;HYUNDAI;BAYON;1.0 T-GDI 100 INTUITIVE;2023;Essence;12000;5;3;2;5;2;3
1681301609-7788;28580;VOLKSWAGEN;TAIGO;1.0 TSI 110 LIFE BUSINESS;2023;Essence;7590;5;3;2;5;2;3
1681301609-7789;18420;HYUNDAI;KONA;1.0 T-GDI 120 CREATIVE;2021;Essence;52972;5;3;2;5;2;3
1681301609-7790;30960;PEUGEOT;308 (3E GENERATION);1.5 BLUEHDI 130 EAT8 III BERLINE ALLURE;2023;Diesel;26465;5;3;2;5;2;3
1681301609-7791;22680;ABARTH;500 C II phase 2;1.4 T-JET 165 TURISMO;2019;Essence;55938;5;3;2;5;2;3
1681301609-7792;18710;OPEL;CORSA VI;1.2 100 GS LINE;2022;Essence;41730;5;3;2;5;2;3
1681301609-7793;31950;RENAULT;CAPTUR II;1.3 TCE 140 INTENS;2023;Essence;16728;5;3;2;5;3.5;3
1681301609-7794;18580;RENAULT;MEGANE IV;1.5 DCI 110 BUSINESS;2019;Diesel;97387;5;3;2;5;3.5;3
1681301609-7795;23080;PEUGEOT;2008 II;1.2 PURETECH 100 ACTIVE BUSINESS;2022;Essence;51028;5;3;2;5;2;3
1681301609-7796;35620;MERCEDES;VITO III phase 2;2.0 114 CDI 136 SELECT;2020;Diesel;78775;5;3;2;5;2;3
1681301609-7797;40100;HONDA;CIVIC IX TYPE R;2.0 I-VTEC 310 TYPE R GT;2017;Essence;62540;5;3;2;5;2;3
1681301609-7798;34160;TOYOTA;C-HR;DESIGN 1.8 HYBRID 122CH AUTOMATIQUE;2024;Hybrides;11;5;3;2;5;2;3
1681301609-7799;25320;PEUGEOT;208 II;1.2 PURETECH 130 GT LINE;2021;Essence;13267;5;3;2;5;2;3
1681301609-7800;23760;AUDI;A3 III SPORTBACK phase 2;1.6 TDI 116 BUSINESS LINE;2020;Diesel;94059;5;3;2;5;2;3
1681301609-7801;14820;FIAT;TIPO II;1.6 110 EASY;2018;Essence;112223;5;3;2;5;3.5;3
1681301609-7802;16320;CITROEN;C3 III phase 2;1.2 PURETECH 83 FEEL BUSINESS;2021;Essence;35134;5;3;2;5;3.5;3
1681301609-7803;17960;CITROEN;C3 III phase 2;1.2 PURETECH 83 SHINE;2022;Essence;23084;5;3;2;5;2;3
1681301611-7804;26600;PEUGEOT;208 II;1.2 PURETECH 100 GT;2023;Essence;168;5;3;2;5;3.5;3
1681301611-7805;17430;FIAT;500 C II phase 2;1.0 70 STAR;2021;Essence;18812;5;3;2;5;3.5;3
1681301611-7806;30600;MERCEDES;CLASSE A IV;1.3 160 109 BUSINESS LINE;2020;Essence;36875;5;3;2;5;2;3
1681301611-7807;27230;OPEL;MOKKA II;1.2 130 GS LINE;2022;Essence;29762;5;3;2;5;2;3
1681301611-7808;17100;RENAULT;CAPTUR phase 2;1.2 TCE 120 INTENS;2020;Essence;78000;5;3;2;5;2;3
1681301611-7809;14860;CITROEN;C1 II;1.0 VTI 72 JCC+;2021;Essence;46529;5;3;2;5;2;3
1681301611-7810;23110;VOLVO;XC60 phase 2;2.0 D3 150 MOMENTUM;2018;Diesel;159504;5;3;2;5;2;3
1681301611-7811;29310;BMW;SERIE 2 F46 GRAN TOURER;2.0 220D 190 LUXURY;2018;Diesel;87189;5;3;2;5;2;3
1681301611-7812;19960;DACIA;DUSTER II;1.5 DCI 115 PRESTIGE;2021;Diesel;47881;5;3;2;5;2;3
1681301611-7813;17880;RENAULT;MEGANE IV;1.5 DCI 115 BUSINESS;2021;Diesel;62723;5;3;2;5;2;3
1681301611-7814;132850;AUDI;RS4 V AVANT phase 2;2.9 V6 450;2021;Essence;31232;5;3;2;5;2;3
1681301611-7815;36160;BMW;X1 F48 phase 2;2.0 SDRIVE18D 150 XLINE;2022;Diesel;53495;5;3;2;5;2;3
1681301611-7816;43750;PEUGEOT;3008 II phase 2;1.5 BLUEHDI 130 ROADTRIP;2023;Diesel;12;5;3;2;5;2;3
1681301611-7817;30300;VOLKSWAGEN;T-ROC;T-ROC 2.0 TSI 190 START/STOP DSG7 4MOTION CARAT;2020;Essence;127881;5;3;2;5;2;3
1681301611-7818;22490;RENAULT;ESPACE V;1.6 DCI 160 INITIALE PARIS;2018;Diesel;141211;5;3;2;5;2;3
1681301611-7819;10590;RENAULT;TWINGO III phase 2;1.0 SCE 75 ZEN;2020;Essence;57419;5;3;2;5;2;3
1681301611-7820;16730;CITROEN;C3 AIRCROSS;1.2 PURETECH 110 SHINE;2020;Essence;71804;5;3;2;5;2;3
1681301614-7821;43370;PEUGEOT;E-208 II;50kWh ELECTRIQUE 136 GT;2023;electrique;176;5;3;2;5;2;3
1681301614-7822;56470;PEUGEOT;3008 II;1.6 HYBRID4 300 GT;2021;Hybrides;1350;5;3;2;5;2;3
1681301614-7823;21830;NISSAN;QASHQAI 2;N-CONNECTA 1.2 DIG-T 115CH MANUELLE;2019;Essence;77214;5;3;2;5;2;3
1681301614-7824;40900;JEEP;CHEROKEE IV phase 2;2.2 MULTIJET 194 OVERLAND;2019;Diesel;78408;5;3;2;5;2;3
1681301614-7825;16230;PEUGEOT;208 II;1.5 BLUEHDI 100 ACTIVE;2020;Diesel;83375;5;3;2;5;2;3
1681301614-7826;52630;PEUGEOT;308 III;III 1.6 PHEV 225 GT PACK E-EAT8;2023;Hybrides;12;5;3;2;5;2;3
1681301614-7827;36870;OPEL;GRANDLAND X;1.5 DIESEL 131 ELEGANCE BUSINESS;2022;Diesel;20965;5;3;2;5;2;3
1681301614-7828;81130;LAND;ROVER RANGE ROVER EVOQUE II;1.5 PHEV 300 R-DYNAMIC SE;2022;Hybrides;26840;5;3;2;5;2;3
1681301614-7829;12870;CITROEN;C3 III;1.6 BLUEHDI 75 FEEL;2019;Diesel;64258;5;3;2;5;2;3
1681301614-7830;28980;PEUGEOT;208 II;1.2 PURETECH 100 GT;2022;Essence;15269;5;3;2;5;2;3
1681301614-7831;19020;OPEL;CROSSLAND X;1.2 110 DESIGN 120 ANS;2020;Essence;59808;5;3;2;5;2;3
1681301614-7832;23520;VOLKSWAGEN;TIGUAN II;2.0 TDI 150 CONFORTLINE BUSINESS;2017;Diesel;155150;5;3;2;5;2;3
1681301614-7833;98680;PORSCHE;718 BOXSTER;2.5 365 GTS;2019;Essence;72323;5;3;2;5;2;3
1681301614-7834;25640;TOYOTA;C-HR phase 2;1.8 HYBRIDE 122 EDITION;2021;Hybrides;86750;5;3;2;5;2;3
1681301614-7835;16720;SKODA;RAPID II SPACEBACK;1.6 TDI 116 CLEVER;2019;Diesel;123189;5;3;2;5;2;3
1681301614-7836;22380;RENAULT;ESPACE V;1.6 TWIN-TURBO 160 INTENS;2017;Diesel;148076;5;3;2;5;2;3
1681301614-7837;21380;CITROEN;C3 AIRCROSS;1.2 PURETECH 110 SHINE;2019;Essence;63349;5;3;2;5;2;3
1681301616-7838;23740;CITROEN;C3 III phase 2;1.2 PURETECH 110 SHINE;2023;Essence;168;5;3;2;5;2;3
1681301616-7839;30220;PEUGEOT;E-208 II;50kWh ELECTRIQUE 136 STYLE;2022;electrique;11937;5;3;2;5;3.5;3
